Date,Price,Open,High,Low,Vol.,Change %,SentimentSum
2022-12-05,166.10,166.79,169.95,164.72,35.01M,-1.58%,0
2022-12-02,168.76,166.59,169.33,164.45,37.14M,-1.51%,0
2022-12-01,171.35,169.99,172.65,166.35,47.10M,1.25%,0
2022-11-30,169.23,156.97,169.30,155.97,56.53M,8.21%,0
2022-11-29,156.39,158.27,159.32,155.20,29.84M,-1.19%,0
2022-11-28,158.27,160.26,163.57,157.25,30.42M,-2.72%,0
2022-11-25,162.70,163.18,164.87,161.72,16.79M,-1.51%,0
2022-11-23,165.19,160.98,165.27,160.48,42.72M,3.00%,0
2022-11-22,160.38,153.28,160.58,151.22,47.29M,4.71%,0
2022-11-21,153.17,151.47,154.77,150.80,40.47M,-0.60%,0
2022-11-18,154.09,159.66,160.02,151.20,49.21M,-1.71%,0
2022-11-17,156.77,157.15,162.66,155.35,71.09M,-1.46%,0
2022-11-16,159.10,161.62,163.62,158.73,64.95M,-4.54%,0
2022-11-15,166.66,167.21,169.98,163.82,54.59M,2.28%,0
2022-11-14,162.95,162.18,165.40,159.22,52.79M,-0.20%,0
2022-11-11,163.27,158.07,163.89,154.82,65.55M,3.66%,0
2022-11-10,157.50,148.00,157.73,145.47,70.08M,14.33%,0
2022-11-09,137.76,141.62,142.11,137.59,45.44M,-5.66%,0
2022-11-08,146.02,148.01,148.91,142.16,59.53M,2.10%,0
2022-11-07,143.01,142.28,144.12,139.54,41.01M,1.02%,0
2022-11-04,141.56,139.86,142.29,136.97,61.26M,5.48%,0
2022-11-03,134.21,130.43,137.81,129.56,50.01M,1.53%,0
2022-11-02,132.19,138.50,142.10,132.11,67.26M,-2.39%,0
2022-11-01,135.43,138.11,139.25,135.19,43.28M,0.34%,0
2022-10-31,134.97,137.78,138.38,132.97,48.63M,-2.44%,0
2022-10-28,138.34,131.04,138.50,130.61,52.10M,4.99%,0
2022-10-27,131.76,136.30,138.38,131.22,58.31M,2.17%,0
2022-10-26,128.96,128.69,133.88,127.08,53.55M,-2.75%,0
2022-10-25,132.61,126.93,133.00,126.64,50.55M,5.25%,0
2022-10-24,125.99,125.08,127.10,120.64,51.75M,1.07%,0
2022-10-21,124.66,120.98,124.98,118.87,60.95M,2.23%,0
2022-10-20,121.94,121.13,127.69,121.05,65.24M,1.19%,0
2022-10-19,120.51,118.79,123.50,118.34,52.31M,0.70%,0
2022-10-18,119.67,123.44,124.92,116.18,65.94M,0.66%,0
2022-10-17,118.88,115.18,119.48,115.17,58.08M,5.89%,0
2022-10-14,112.27,120.57,121.11,112.04,71.34M,-6.13%,0
2022-10-13,119.60,109.71,120.78,108.13,85.01M,4.00%,0
2022-10-12,115.00,115.79,117.35,113.45,49.26M,-0.74%,0
2022-10-11,115.86,115.61,118.46,112.83,66.75M,-0.72%,0
2022-10-10,116.70,120.37,121.24,114.08,69.87M,-3.36%,0
2022-10-07,120.76,125.05,126.70,120.22,67.25M,-8.03%,0
2022-10-06,131.30,132.20,136.56,131.03,64.42M,-0.60%,0
2022-10-05,132.09,129.11,133.21,126.21,50.71M,0.32%,0
2022-10-04,131.67,128.79,132.20,128.79,58.42M,5.23%,0
2022-10-03,125.12,123.47,126.78,121.05,54.75M,3.07%,0
2022-09-30,121.39,120.87,126.33,120.75,56.56M,-0.66%,0
2022-09-29,122.20,124.48,125.00,119.46,53.28M,-4.05%,0
2022-09-28,127.36,124.10,128.23,123.54,54.24M,2.60%,0
2022-09-27,124.13,125.07,127.36,122.58,55.39M,1.51%,0
2022-09-26,122.28,124.91,126.59,122.14,54.73M,-2.30%,0
2022-09-23,125.16,124.20,126.11,122.57,66.33M,-0.36%,0
2022-09-22,125.61,130.70,131.49,124.28,75.92M,-5.28%,0
2022-09-21,132.61,132.13,140.31,131.10,80.77M,0.65%,0
2022-09-20,131.76,132.15,134.83,130.57,52.48M,-1.54%,0
2022-09-19,133.82,130.12,134.63,130.10,56.97M,1.39%,0
2022-09-16,131.98,127.42,132.12,126.17,67.08M,2.08%,0
2022-09-15,129.29,130.15,132.33,127.90,52.36M,-1.52%,0
2022-09-14,131.28,132.54,132.90,129.13,58.85M,-0.02%,0
2022-09-13,131.31,138.02,139.22,130.99,71.50M,-9.47%,0
2022-09-12,145.05,143.69,145.47,141.98,48.42M,0.82%,0
2022-09-09,143.87,141.57,144.74,141.26,48.71M,2.84%,0
2022-09-08,139.90,134.59,140.08,133.69,62.49M,2.01%,0
2022-09-07,137.14,135.63,138.38,133.46,51.27M,1.85%,0
2022-09-06,134.65,137.31,137.79,133.51,53.58M,-1.33%,0
2022-09-02,136.47,141.00,141.71,135.91,74.32M,-2.08%,0
2022-09-01,139.37,142.09,143.80,132.70,117.89M,-7.67%,-0.5615
2022-08-31,150.94,153.84,155.40,149.59,57.37M,-2.42%,0
2022-08-30,154.68,159.60,160.39,151.82,53.02M,-2.11%,0
2022-08-29,158.01,160.20,163.38,157.67,49.61M,-2.82%,0
2022-08-26,162.60,178.57,179.24,162.37,76.91M,-9.23%,0
2022-08-25,179.13,168.44,179.47,168.33,77.07M,4.01%,0
2022-08-24,172.22,170.12,174.06,168.95,52.27M,0.24%,0
2022-08-23,171.81,169.88,174.65,169.70,37.00M,0.86%,0
2022-08-22,170.34,174.90,175.58,169.66,40.96M,-4.57%,0
2022-08-19,178.49,184.06,185.20,177.70,44.16M,-4.92%,0
2022-08-18,187.73,183.01,188.65,181.83,41.54M,2.39%,0
2022-08-17,183.35,185.23,186.88,181.45,44.68M,-2.88%,0.1531
2022-08-16,188.79,189.20,191.42,185.01,45.12M,-0.80%,0
2022-08-15,190.32,187.01,191.64,186.13,45.77M,1.73%,0
2022-08-12,187.09,181.60,187.18,179.53,47.81M,4.27%,0
2022-08-11,179.42,181.31,187.07,178.76,50.93M,-0.86%,0
2022-08-10,180.97,176.98,181.18,173.17,59.74M,5.92%,0
2022-08-09,170.86,172.52,174.47,167.24,66.83M,-3.97%,0
2022-08-08,177.93,175.02,182.39,172.42,98.38M,-6.30%,0
2022-08-05,189.89,188.10,192.29,186.66,38.61M,-1.18%,0
2022-08-04,192.15,188.49,192.74,187.60,40.97M,1.70%,0
2022-08-03,188.93,181.84,189.68,181.37,41.81M,1.98%,0
2022-08-02,185.26,181.22,189.38,180.92,48.95M,0.46%,0
2022-08-01,184.41,181.82,188.46,179.90,47.65M,1.53%,0
2022-07-29,181.63,178.13,182.44,176.92,43.55M,1.00%,0
2022-07-28,179.84,179.75,181.40,174.40,47.46M,1.09%,0
2022-07-27,177.90,170.32,179.36,169.13,56.98M,7.60%,0
2022-07-26,165.33,168.89,169.19,164.78,39.79M,-2.88%,0
2022-07-25,170.24,170.19,171.24,166.49,48.07M,-1.70%,0
2022-07-22,173.19,178.93,179.67,171.37,53.67M,-4.05%,0
2022-07-21,180.50,178.85,181.44,175.45,55.70M,1.36%,0
2022-07-20,178.07,169.47,179.32,168.01,76.05M,4.80%,0
2022-07-19,169.92,164.86,171.10,161.72,70.24M,5.53%,0
2022-07-18,161.01,163.02,168.97,160.02,67.05M,2.15%,0
2022-07-15,157.62,156.59,157.82,154.45,38.59M,2.54%,0
2022-07-14,153.72,151.08,154.73,147.28,45.62M,1.37%,0
2022-07-13,151.64,145.90,153.75,144.65,52.19M,0.54%,0
2022-07-12,150.82,152.68,154.31,148.77,45.85M,-0.46%,0
2022-07-11,151.52,155.26,155.27,150.38,43.84M,-4.33%,0
2022-07-08,158.38,154.30,160.37,153.89,46.80M,-0.13%,0
2022-07-07,158.58,154.55,159.45,153.89,49.29M,4.81%,0
2022-07-06,151.30,150.10,153.19,147.89,52.91M,1.11%,0
2022-07-05,149.64,141.75,149.71,140.55,65.22M,3.04%,0
2022-07-01,145.23,148.99,150.63,143.92,57.76M,-4.20%,0
2022-06-30,151.59,153.61,155.67,148.62,68.61M,-2.46%,0
2022-06-29,155.42,158.14,158.20,151.70,48.24M,-2.75%,0
2022-06-28,159.82,169.00,172.02,159.45,46.19M,-5.26%,0
2022-06-27,168.69,173.12,173.30,166.26,42.80M,-1.50%,0
2022-06-24,171.26,165.00,171.40,163.10,47.22M,5.55%,0
2022-06-23,162.25,165.18,165.85,158.53,46.37M,-0.83%,0
2022-06-22,163.60,162.26,166.62,161.80,43.80M,-1.24%,0
2022-06-21,165.66,164.74,170.08,164.07,48.31M,4.32%,0
2022-06-17,158.80,156.48,159.95,153.28,63.03M,1.79%,0
2022-06-16,156.01,158.60,159.42,154.01,54.57M,-5.60%,0
2022-06-15,165.27,160.95,168.68,159.26,56.39M,4.36%,0
2022-06-14,158.36,157.31,160.66,154.12,46.97M,1.21%,0
2022-06-13,156.47,160.00,163.12,156.06,60.42M,-7.82%,0
2022-06-10,169.74,176.00,176.97,168.69,46.56M,-5.95%,0
2022-06-09,180.48,184.81,189.33,180.41,39.56M,-3.22%,0
2022-06-08,186.48,187.99,191.80,185.35,36.33M,-1.47%,0
2022-06-07,189.26,184.72,190.00,181.88,38.89M,0.75%,0
2022-06-06,187.86,191.39,193.37,185.64,42.24M,0.35%,0
2022-06-03,187.20,190.82,193.32,185.22,59.88M,-4.45%,0
2022-06-02,195.92,182.92,196.19,181.98,64.87M,6.94%,0
2022-06-01,183.20,187.24,190.53,181.22,54.45M,-1.89%,0
2022-05-31,186.72,189.80,192.00,183.50,66.41M,-0.74%,0
2022-05-27,188.11,181.86,188.81,181.00,73.84M,5.38%,0
2022-05-26,178.51,160.36,180.92,160.22,99.66M,5.16%,0
2022-05-25,169.75,160.20,171.11,160.00,78.11M,5.08%,0
2022-05-24,161.54,165.10,165.97,157.80,58.86M,-4.40%,0
2022-05-23,168.98,162.74,169.15,161.79,63.99M,1.22%,0
2022-05-20,166.94,173.32,174.10,157.55,73.91M,-2.51%,0
2022-05-19,171.24,169.37,176.87,167.34,62.13M,1.10%,0
2022-05-18,169.38,177.05,181.18,168.64,54.52M,-6.82%,0
2022-05-17,181.77,180.74,183.71,176.34,58.58M,5.29%,0
2022-05-16,172.64,175.09,177.88,171.06,52.14M,-2.50%,0
2022-05-13,177.06,167.88,179.28,165.93,67.04M,9.47%,0
2022-05-12,161.75,162.19,167.88,155.67,70.87M,-2.74%,0
2022-05-11,166.30,173.47,177.53,165.68,67.02M,-5.48%,0
2022-05-10,175.95,176.89,181.98,170.25,76.15M,3.81%,0
2022-05-09,169.50,180.34,182.55,168.27,64.45M,-9.24%,0
2022-05-06,186.75,187.36,195.12,179.90,63.33M,-0.90%,0
2022-05-05,188.44,198.67,199.25,185.00,62.63M,-7.33%,-0.2732
2022-05-04,203.34,199.23,204.00,187.51,64.89M,3.73%,0
2022-05-03,196.02,194.00,198.25,191.33,47.58M,0.35%,0
2022-05-02,195.33,185.40,195.74,183.91,57.20M,5.32%,0
2022-04-29,185.47,194.02,201.28,185.17,50.04M,-6.24%,0
2022-04-28,197.82,189.67,200.37,184.90,57.03M,7.42%,0
2022-04-27,184.15,185.98,191.67,182.90,49.95M,-1.99%,0
2022-04-26,187.88,197.18,197.88,186.70,65.31M,-5.60%,0
2022-04-25,199.02,192.02,199.45,190.96,64.16M,1.98%,0
2022-04-22,195.15,203.03,204.86,195.00,62.47M,-3.31%,0
2022-04-21,201.83,217.09,223.92,200.00,65.62M,-6.05%,0
2022-04-20,214.82,225.17,226.70,212.00,46.90M,-3.23%,0
2022-04-19,221.98,217.20,223.73,213.14,51.28M,1.91%,0
2022-04-18,217.83,212.00,220.88,210.79,52.57M,2.47%,0
2022-04-14,212.58,225.05,227.77,211.63,56.91M,-4.26%,0
2022-04-13,222.03,217.28,225.00,214.55,51.69M,3.25%,0
2022-04-12,215.04,225.37,227.25,212.82,66.23M,-1.88%,0
2022-04-11,219.17,222.14,223.20,216.60,57.52M,-5.20%,0
2022-04-08,231.19,239.17,239.23,230.62,52.48M,-4.50%,0
2022-04-07,242.08,244.41,247.22,234.78,55.80M,-0.82%,0
2022-04-06,244.07,249.34,253.00,240.03,70.38M,-5.88%,0
2022-04-05,259.31,272.54,273.19,258.20,43.66M,-5.22%,0
2022-04-04,273.60,267.28,275.58,266.13,39.77M,2.43%,0
2022-04-01,267.12,273.75,274.96,262.67,51.72M,-2.10%,0
2022-03-31,272.86,277.82,282.48,272.70,52.34M,-1.46%,0
2022-03-30,276.90,283.04,284.95,275.03,46.35M,-3.37%,0
2022-03-29,286.56,286.95,289.46,279.80,48.90M,1.55%,0
2022-03-28,282.19,277.55,282.50,272.06,42.55M,1.90%,0
2022-03-25,276.92,278.86,283.58,272.71,57.90M,-1.63%,0
2022-03-24,281.50,261.66,283.20,259.07,87.74M,9.82%,0
2022-03-23,256.34,261.26,266.11,255.75,50.21M,-3.36%,0
2022-03-22,265.24,267.27,272.38,260.72,54.70M,-0.79%,0
2022-03-21,267.34,265.07,271.52,259.67,59.17M,1.06%,0
2022-03-18,264.53,247.99,265.69,246.24,73.07M,6.81%,0
2022-03-17,247.66,241.20,248.42,239.06,47.19M,1.10%,0
2022-03-16,244.96,235.00,245.97,231.72,67.14M,6.63%,0
2022-03-15,229.73,215.18,230.38,213.22,49.20M,7.70%,0
2022-03-14,213.30,218.69,222.62,211.59,38.54M,-3.48%,0
2022-03-11,221.00,230.22,231.45,220.46,36.72M,-2.46%,0
2022-03-10,226.58,225.31,227.88,218.82,42.81M,-1.55%,0
2022-03-09,230.14,223.87,232.20,222.47,49.27M,6.97%,0
2022-03-08,215.14,213.09,223.73,206.50,55.75M,0.76%,0
2022-03-07,213.52,228.17,230.33,213.30,45.08M,-6.91%,0
2022-03-04,229.36,233.84,236.80,224.82,43.20M,-3.28%,0
2022-03-03,237.14,242.62,243.26,234.69,36.51M,-2.09%,0
2022-03-02,242.20,237.56,244.09,234.15,38.96M,3.16%,0
2022-03-01,234.77,242.91,243.77,231.32,41.21M,-3.72%,0
2022-02-28,243.85,239.92,246.65,237.07,47.73M,0.94%,0
2022-02-25,241.57,237.21,242.17,233.81,52.89M,1.72%,0
2022-02-24,237.48,210.15,238.00,208.90,73.58M,6.08%,0
2022-02-23,223.87,238.02,241.55,223.01,56.65M,-4.29%,0
2022-02-22,233.90,230.35,240.64,230.00,63.34M,-1.07%,0
2022-02-18,236.42,246.68,249.86,231.00,76.13M,-3.53%,0
2022-02-17,245.07,256.30,257.85,241.65,81.06M,-7.56%,0
2022-02-16,265.11,262.59,265.82,255.52,73.27M,0.06%,0
2022-02-15,264.95,249.49,265.45,247.84,70.18M,9.18%,0
2022-02-14,242.67,239.34,248.75,237.55,44.04M,1.33%,0
2022-02-11,239.49,259.16,261.52,237.73,60.55M,-7.26%,0
2022-02-10,258.24,259.95,269.25,256.00,51.32M,-3.30%,0.0
2022-02-09,267.05,256.22,267.25,253.53,52.43M,6.36%,0
2022-02-08,251.08,243.59,252.30,239.80,41.04M,1.54%,0.5114000000000001
2022-02-07,247.28,243.72,251.82,242.02,37.69M,1.68%,0
2022-02-04,243.19,239.72,246.35,236.32,35.48M,1.55%,0
2022-02-03,239.48,244.58,250.77,237.80,41.02M,-5.13%,0
2022-02-02,252.42,257.94,258.17,245.53,54.34M,2.45%,0
2022-02-01,246.38,251.04,251.45,238.90,51.89M,0.62%,0
2022-01-31,244.86,231.82,245.09,230.52,56.47M,7.21%,0
2022-01-28,228.40,220.12,228.58,212.96,54.38M,4.08%,0
2022-01-27,219.44,235.68,239.95,216.75,57.34M,-3.64%,0
2022-01-26,227.72,232.40,240.57,223.00,75.60M,2.01%,0.8316
2022-01-25,223.24,225.46,229.43,220.00,66.46M,-4.48%,0.0
2022-01-24,233.72,223.30,233.80,208.88,91.58M,-0.01%,0
2022-01-21,233.74,235.07,248.23,232.63,71.90M,-3.21%,0
2022-01-20,241.50,253.04,255.79,240.78,43.52M,-3.66%,0
2022-01-19,250.67,260.79,265.43,250.52,48.83M,-3.23%,0
2022-01-18,259.03,262.60,266.38,257.70,42.53M,-3.86%,0
2022-01-14,269.42,263.00,271.97,262.10,39.58M,1.38%,0
2022-01-13,265.75,283.79,284.80,264.98,53.89M,-5.09%,0
2022-01-12,279.99,280.67,285.95,276.08,38.34M,0.65%,0
2022-01-11,278.17,273.23,280.65,268.39,40.41M,1.52%,0
2022-01-10,274.00,265.81,274.69,256.44,59.47M,0.56%,0
2022-01-07,272.47,281.41,284.22,270.57,40.99M,-3.30%,0
2022-01-06,281.78,276.40,284.38,270.65,45.42M,2.08%,0
2022-01-05,276.04,289.49,294.16,275.33,49.81M,-5.76%,0
2022-01-04,292.90,302.77,304.68,283.49,52.72M,-2.76%,0
2022-01-03,301.21,298.15,307.11,297.85,39.24M,2.41%,0
2021-12-31,294.11,296.74,300.30,293.31,26.65M,-0.59%,0
2021-12-30,295.86,298.27,304.57,295.40,30.89M,-1.38%,0
2021-12-29,300.01,302.73,305.48,293.66,34.31M,-1.06%,0
2021-12-28,303.22,313.12,313.30,300.12,42.06M,-2.01%,0
2021-12-27,309.45,296.60,310.86,296.40,40.37M,4.40%,0
2021-12-23,296.40,297.55,300.59,294.31,34.30M,0.82%,0
2021-12-22,294.00,288.91,295.55,284.49,39.52M,1.12%,0
2021-12-21,290.75,283.74,291.20,274.01,52.44M,4.89%,0
2021-12-20,277.19,273.05,281.44,271.45,46.18M,-0.29%,0
2021-12-17,278.01,279.85,289.22,277.60,71.66M,-2.06%,0
2021-12-16,283.87,311.52,311.60,280.93,70.74M,-6.80%,0
2021-12-15,304.59,284.00,305.00,278.38,69.83M,7.49%,0
2021-12-14,283.37,276.99,286.78,272.50,66.70M,0.62%,0
2021-12-13,281.61,302.49,302.94,281.16,59.83M,-6.75%,0
2021-12-10,301.98,311.50,313.05,298.61,48.88M,-0.96%,0
2021-12-09,304.90,317.34,322.05,304.28,48.85M,-4.20%,0
2021-12-08,318.26,319.99,322.90,314.21,47.56M,-1.85%,0
2021-12-07,324.27,309.57,324.49,306.51,59.31M,7.96%,0
2021-12-06,300.37,298.80,302.41,280.38,65.89M,-2.14%,0
2021-12-03,306.93,320.00,321.29,301.30,54.43M,-4.46%,0
2021-12-02,321.26,312.14,324.78,310.25,47.29M,2.20%,-0.296
2021-12-01,314.35,332.19,332.89,313.80,48.58M,-3.80%,0
2021-11-30,326.76,331.69,333.53,318.64,62.21M,-2.10%,0
2021-11-29,333.76,323.66,334.12,320.36,45.50M,5.95%,0
2021-11-26,315.03,326.00,327.10,313.50,28.31M,-3.58%,0
2021-11-24,326.74,314.61,328.55,309.28,43.52M,2.92%,0
2021-11-23,317.46,315.35,323.60,308.80,53.22M,-0.66%,0
2021-11-22,319.56,335.17,346.47,319.00,75.43M,-3.12%,0
2021-11-19,329.85,322.43,330.88,319.05,53.39M,4.14%,0.0
2021-11-18,316.75,323.67,327.60,313.21,78.17M,8.25%,0.7717
2021-11-17,292.61,304.18,305.09,288.00,42.85M,-3.12%,0
2021-11-16,302.03,297.59,303.90,297.06,26.45M,0.59%,-0.18379999999999996
2021-11-15,300.25,305.52,306.44,292.47,38.49M,-1.20%,0
2021-11-12,303.90,300.10,306.80,296.30,41.31M,0.00%,0
2021-11-11,303.90,304.68,305.90,297.77,33.22M,3.16%,0
2021-11-10,294.59,293.56,308.50,287.78,63.62M,-3.91%,0
2021-11-09,306.57,322.82,323.10,299.64,64.67M,-0.48%,0
2021-11-08,308.04,301.49,311.00,299.07,50.31M,3.54%,0
2021-11-05,297.52,301.87,314.00,294.10,85.13M,-0.16%,0
2021-11-04,298.01,272.29,313.65,271.18,115.36M,12.04%,0
2021-11-03,265.98,266.70,267.84,262.35,23.99M,0.75%,0
2021-11-02,264.01,258.22,266.78,258.00,29.41M,2.22%,0
2021-11-01,258.27,256.49,258.94,252.27,26.57M,1.02%,0
2021-10-29,255.67,250.01,257.09,250.00,29.25M,2.51%,0
2021-10-28,249.41,248.78,249.50,245.23,23.42M,2.00%,0
2021-10-27,244.51,244.74,250.90,242.82,24.60M,-1.08%,0
2021-10-26,247.17,239.89,252.59,239.24,48.59M,6.70%,0
2021-10-25,231.66,229.73,233.55,227.70,23.02M,1.94%,0
2021-10-22,227.26,228.23,231.30,225.61,24.94M,0.15%,0
2021-10-21,226.92,220.97,227.11,220.83,18.76M,2.66%,0
2021-10-20,221.03,223.04,224.33,219.82,14.63M,-0.84%,0
2021-10-19,222.90,222.76,223.79,220.37,16.15M,0.31%,0
2021-10-18,222.22,217.49,222.91,216.44,18.95M,1.65%,0
2021-10-15,218.62,218.10,219.31,216.62,22.70M,0.53%,0
2021-10-14,217.46,212.88,217.55,211.22,24.36M,3.85%,0
2021-10-13,209.39,209.18,209.90,207.13,18.07M,1.30%,0
2021-10-12,206.71,208.27,210.57,205.28,16.21M,-0.12%,0
2021-10-11,206.95,205.75,210.63,205.11,16.34M,-0.65%,0
